Year,State,Month,Number of Fires,Date Reported
2004,Santa Catarina,February,29,1/01/2004
2005,Santa Catarina,February,46,1/01/2005
2006,Santa Catarina,February,18,1/01/2006
2007,Santa Catarina,February,14,1/01/2007
2008,Santa Catarina,February,29,1/01/2008
2009,Santa Catarina,February,7,1/01/2009
2010,Santa Catarina,February,15,1/01/2010
2011,Santa Catarina,February,1,1/01/2011
2012,Santa Catarina,February,13,1/01/2012
2013,Santa Catarina,February,12,1/01/2013
2014,Santa Catarina,February,27,1/01/2014
2015,Santa Catarina,February,23,1/01/2015
2016,Santa Catarina,February,10,1/01/2016
2017,Santa Catarina,February,31,1/01/2017
1998,Santa Catarina,March,0,1/01/1998
1999,Santa Catarina,March,7,1/01/1999
2000,Santa Catarina,March,46,1/01/2000
2001,Santa Catarina,March,1,1/01/2001
2002,Santa Catarina,March,12,1/01/2002
2003,Santa Catarina,March,58,1/01/2003
2004,Santa Catarina,March,73,1/01/2004
2005,Santa Catarina,March,92,1/01/2005
2006,Santa Catarina,March,48,1/01/2006
2007,Santa Catarina,March,23,1/01/2007
2008,Santa Catarina,March,14,1/01/2008
2009,Santa Catarina,March,33,1/01/2009
2010,Santa Catarina,March,9,1/01/2010
2011,Santa Catarina,March,8,1/01/2011
2012,Santa Catarina,March,65,1/01/2012
2013,Santa Catarina,March,14,1/01/2013
2014,Santa Catarina,March,15,1/01/2014
2015,Santa Catarina,March,37,1/01/2015
2016,Santa Catarina,March,21,1/01/2016
2017,Santa Catarina,March,12,1/01/2017
1998,Santa Catarina,April,0,1/01/1998
1999,Santa Catarina,April,0,1/01/1999
2000,Santa Catarina,April,7,1/01/2000
2001,Santa Catarina,April,1,1/01/2001
2002,Santa Catarina,April,7,1/01/2002
2003,Santa Catarina,April,120,1/01/2003
2004,Santa Catarina,April,59,1/01/2004
2005,Santa Catarina,April,25,1/01/2005
2006,Santa Catarina,April,30,1/01/2006
2007,Santa Catarina,April,2,1/01/2007
2008,Santa Catarina,April,31,1/01/2008
2009,Santa Catarina,April,57,1/01/2009
2010,Santa Catarina,April,19,1/01/2010
2011,Santa Catarina,April,5,1/01/2011
2012,Santa Catarina,April,40,1/01/2012
2013,Santa Catarina,April,46,1/01/2013
2014,Santa Catarina,April,34,1/01/2014
2015,Santa Catarina,April,32,1/01/2015
2016,Santa Catarina,April,36,1/01/2016
2017,Santa Catarina,April,26,1/01/2017
1998,Santa Catarina,May,0,1/01/1998
1999,Santa Catarina,May,1,1/01/1999
2000,Santa Catarina,May,0,1/01/2000
2001,Santa Catarina,May,2,1/01/2001
2002,Santa Catarina,May,3,1/01/2002
2003,Santa Catarina,May,84,1/01/2003
2004,Santa Catarina,May,2,1/01/2004
2005,Santa Catarina,May,21,1/01/2005
2006,Santa Catarina,May,33,1/01/2006
2007,Santa Catarina,May,2,1/01/2007
2008,Santa Catarina,May,15,1/01/2008
2009,Santa Catarina,May,33,1/01/2009
2010,Santa Catarina,May,1,1/01/2010
2011,Santa Catarina,May,16,1/01/2011
2012,Santa Catarina,May,60,1/01/2012
2013,Santa Catarina,May,52,1/01/2013
2014,Santa Catarina,May,42,1/01/2014
2015,Santa Catarina,May,70,1/01/2015
2016,Santa Catarina,May,26,1/01/2016
2017,Santa Catarina,May,36,1/01/2017
1998,Santa Catarina,June,2,1/01/1998
1999,Santa Catarina,June,0,1/01/1999
2000,Santa Catarina,June,2,1/01/2000
2001,Santa Catarina,June,1,1/01/2001
2002,Santa Catarina,June,0,1/01/2002
2003,Santa Catarina,June,68,1/01/2003
2004,Santa Catarina,June,127,1/01/2004
2005,Santa Catarina,June,58,1/01/2005
2006,Santa Catarina,June,32,1/01/2006
2007,Santa Catarina,June,11,1/01/2007
2008,Santa Catarina,June,2,1/01/2008
2009,Santa Catarina,June,14,1/01/2009
2010,Santa Catarina,June,1,1/01/2010
2011,Santa Catarina,June,26,1/01/2011
2012,Santa Catarina,June,42,1/01/2012
2013,Santa Catarina,June,31,1/01/2013
2014,Santa Catarina,June,3,1/01/2014
2015,Santa Catarina,June,104,1/01/2015
2016,Santa Catarina,June,79,1/01/2016
2017,Santa Catarina,June,70,1/01/2017
1998,Santa Catarina,July,0,1/01/1998
1999,Santa Catarina,July,2,1/01/1999
2000,Santa Catarina,July,21,1/01/2000
2001,Santa Catarina,July,5,1/01/2001
2002,Santa Catarina,July,82,1/01/2002
2003,Santa Catarina,July,43,1/01/2003
2004,Santa Catarina,July,94,1/01/2004
2005,Santa Catarina,July,90,1/01/2005
2006,Santa Catarina,July,74,1/01/2006
2007,Santa Catarina,July,12,1/01/2007
2008,Santa Catarina,July,46,1/01/2008
2009,Santa Catarina,July,26,1/01/2009
2010,Santa Catarina,July,31,1/01/2010
2011,Santa Catarina,July,31,1/01/2011
2012,Santa Catarina,July,42,1/01/2012
2013,Santa Catarina,July,69,1/01/2013
2014,Santa Catarina,July,82,1/01/2014
2015,Santa Catarina,July,45,1/01/2015
2016,Santa Catarina,July,480,1/01/2016
2017,Santa Catarina,July,591,1/01/2017
1998,Santa Catarina,August,0,1/01/1998
1999,Santa Catarina,August,51,1/01/1999
2000,Santa Catarina,August,69,1/01/2000
2001,Santa Catarina,August,24,1/01/2001
2002,Santa Catarina,August,702,1/01/2002
2003,Santa Catarina,August,1.513,1/01/2003
2004,Santa Catarina,August,728,1/01/2004
2005,Santa Catarina,August,391,1/01/2005
2006,Santa Catarina,August,728,1/01/2006
2007,Santa Catarina,August,462,1/01/2007
2008,Santa Catarina,August,51,1/01/2008
2009,Santa Catarina,August,759,1/01/2009
2010,Santa Catarina,August,511,1/01/2010
2011,Santa Catarina,August,175,1/01/2011
2012,Santa Catarina,August,398,1/01/2012
2013,Santa Catarina,August,236,1/01/2013
2014,Santa Catarina,August,459,1/01/2014
2015,Santa Catarina,August,379,1/01/2015
2016,Santa Catarina,August,765,1/01/2016
2017,Santa Catarina,August,713,1/01/2017
1998,Santa Catarina,September,6,1/01/1998
1999,Santa Catarina,September,101,1/01/1999
2000,Santa Catarina,September,36,1/01/2000
2001,Santa Catarina,September,18,1/01/2001
2002,Santa Catarina,September,416,1/01/2002
2003,Santa Catarina,September,1.339,1/01/2003
2004,Santa Catarina,September,755,1/01/2004
2005,Santa Catarina,September,116,1/01/2005
2006,Santa Catarina,September,530,1/01/2006
2007,Santa Catarina,September,617,1/01/2007
2008,Santa Catarina,September,233,1/01/2008
2009,Santa Catarina,September,47,1/01/2009
2010,Santa Catarina,September,198,1/01/2010
2011,Santa Catarina,September,450,1/01/2011
2012,Santa Catarina,September,188,1/01/2012
2013,Santa Catarina,September,303,1/01/2013
2014,Santa Catarina,September,208,1/01/2014
2015,Santa Catarina,September,156,1/01/2015
2016,Santa Catarina,September,644,1/01/2016
2017,Santa Catarina,September,626,1/01/2017
1998,Santa Catarina,October,4,1/01/1998
1999,Santa Catarina,October,16,1/01/1999
2000,Santa Catarina,October,55,1/01/2000
2001,Santa Catarina,October,26,1/01/2001
2002,Santa Catarina,October,42,1/01/2002
2003,Santa Catarina,October,669,1/01/2003
2004,Santa Catarina,October,704,1/01/2004
2005,Santa Catarina,October,197,1/01/2005
2006,Santa Catarina,October,269,1/01/2006
2007,Santa Catarina,October,35,1/01/2007
2008,Santa Catarina,October,56,1/01/2008
2009,Santa Catarina,October,252,1/01/2009
2010,Santa Catarina,October,76,1/01/2010
2011,Santa Catarina,October,102,1/01/2011
2012,Santa Catarina,October,34,1/01/2012
2013,Santa Catarina,October,107,1/01/2013
2014,Santa Catarina,October,122,1/01/2014
2015,Santa Catarina,October,21,1/01/2015
2016,Santa Catarina,October,56,1/01/2016
2017,Santa Catarina,October,51,1/01/2017
1998,Santa Catarina,November,21,1/01/1998
1999,Santa Catarina,November,84,1/01/1999
2000,Santa Catarina,November,19,1/01/2000
2001,Santa Catarina,November,66,1/01/2001
2002,Santa Catarina,November,348,1/01/2002
2003,Santa Catarina,November,347,1/01/2003
2004,Santa Catarina,November,279,1/01/2004
2005,Santa Catarina,November,384,1/01/2005
2006,Santa Catarina,November,45,1/01/2006
2007,Santa Catarina,November,26,1/01/2007
2008,Santa Catarina,November,16,1/01/2008
2009,Santa Catarina,November,61,1/01/2009
2010,Santa Catarina,November,88,1/01/2010
2011,Santa Catarina,November,79,1/01/2011
2012,Santa Catarina,November,72,1/01/2012
2013,Santa Catarina,November,84,1/01/2013
2014,Santa Catarina,November,43,1/01/2014
2015,Santa Catarina,November,9,1/01/2015
2016,Santa Catarina,November,156,1/01/2016
2017,Santa Catarina,November,152,1/01/2017
1998,Santa Catarina,December,26,1/01/1998
1999,Santa Catarina,December,89,1/01/1999
2000,Santa Catarina,December,29,1/01/2000
2001,Santa Catarina,December,45,1/01/2001
2002,Santa Catarina,December,76,1/01/2002
2003,Santa Catarina,December,129,1/01/2003
2004,Santa Catarina,December,68,1/01/2004
2005,Santa Catarina,December,17,1/01/2005
2006,Santa Catarina,December,7,1/01/2006
2007,Santa Catarina,December,17,1/01/2007
2008,Santa Catarina,December,29,1/01/2008
2009,Santa Catarina,December,20,1/01/2009
2010,Santa Catarina,December,23,1/01/2010
2011,Santa Catarina,December,24,1/01/2011
2012,Santa Catarina,December,32,1/01/2012
2013,Santa Catarina,December,74,1/01/2013
2014,Santa Catarina,December,45,1/01/2014
2015,Santa Catarina,December,19,1/01/2015
2016,Santa Catarina,December,20,1/01/2016
1998,São Paulo,January,0,1/01/1998
1999,São Paulo,January,7,1/01/1999
2000,São Paulo,January,36,1/01/2000
2001,São Paulo,January,26,1/01/2001
2002,São Paulo,January,19,1/01/2002
2003,São Paulo,January,59,1/01/2003
2004,São Paulo,January,37,1/01/2004
2005,São Paulo,January,26,1/01/2005
2006,São Paulo,January,76,1/01/2006
2007,São Paulo,January,14,1/01/2007
2008,São Paulo,January,34,1/01/2008
2009,São Paulo,January,12,1/01/2009
2010,São Paulo,January,45,1/01/2010
2011,São Paulo,January,75,1/01/2011
2012,São Paulo,January,38,1/01/2012
2013,São Paulo,January,36,1/01/2013
2014,São Paulo,January,99,1/01/2014
2015,São Paulo,January,120,1/01/2015
2016,São Paulo,January,85,1/01/2016
2017,São Paulo,January,28,1/01/2017
1998,São Paulo,February,0,1/01/1998
1999,São Paulo,February,47,1/01/1999
2000,São Paulo,February,25,1/01/2000
2001,São Paulo,February,25,1/01/2001
2002,São Paulo,February,19,1/01/2002
2003,São Paulo,February,137,1/01/2003
2004,São Paulo,February,41,1/01/2004
2005,São Paulo,February,78,1/01/2005
2006,São Paulo,February,59,1/01/2006
2007,São Paulo,February,96,1/01/2007
2008,São Paulo,February,30,1/01/2008
2009,São Paulo,February,65,1/01/2009
2010,São Paulo,February,152,1/01/2010
2011,São Paulo,February,73,1/01/2011
2012,São Paulo,February,81,1/01/2012
2013,São Paulo,February,100,1/01/2013
2014,São Paulo,February,112,1/01/2014
2015,São Paulo,February,69,1/01/2015
2016,São Paulo,February,188,1/01/2016
2017,São Paulo,February,107,1/01/2017
1998,São Paulo,March,0,1/01/1998
1999,São Paulo,March,78,1/01/1999
2000,São Paulo,March,26,1/01/2000
2001,São Paulo,March,35,1/01/2001
2002,São Paulo,March,111,1/01/2002
2003,São Paulo,March,86,1/01/2003
2004,São Paulo,March,73,1/01/2004
2005,São Paulo,March,73,1/01/2005
2006,São Paulo,March,106,1/01/2006
2007,São Paulo,March,152,1/01/2007
2008,São Paulo,March,72,1/01/2008
2009,São Paulo,March,55,1/01/2009
2010,São Paulo,March,111,1/01/2010
2011,São Paulo,March,45,1/01/2011
2012,São Paulo,March,99,1/01/2012
2013,São Paulo,March,57,1/01/2013
2014,São Paulo,March,75,1/01/2014
2015,São Paulo,March,68,1/01/2015
2016,São Paulo,March,82,1/01/2016
2017,São Paulo,March,103,1/01/2017
1998,São Paulo,April,0,1/01/1998
1999,São Paulo,April,291,1/01/1999
2000,São Paulo,April,102,1/01/2000
2001,São Paulo,April,61,1/01/2001
2002,São Paulo,April,178,1/01/2002
2003,São Paulo,April,106,1/01/2003
2004,São Paulo,April,36,1/01/2004
2005,São Paulo,April,62,1/01/2005
2006,São Paulo,April,63,1/01/2006
2007,São Paulo,April,44,1/01/2007
2008,São Paulo,April,84,1/01/2008
2009,São Paulo,April,67,1/01/2009
2010,São Paulo,April,91,1/01/2010
2011,São Paulo,April,52,1/01/2011
2012,São Paulo,April,82,1/01/2012
2013,São Paulo,April,103,1/01/2013
2014,São Paulo,April,103,1/01/2014
2015,São Paulo,April,76,1/01/2015
2016,São Paulo,April,307,1/01/2016
2017,São Paulo,April,41,1/01/2017
1998,São Paulo,May,0,1/01/1998
1999,São Paulo,May,500,1/01/1999
2000,São Paulo,May,300,1/01/2000
2001,São Paulo,May,211,1/01/2001
2002,São Paulo,May,319,1/01/2002
2003,São Paulo,May,69,1/01/2003
2004,São Paulo,May,60,1/01/2004
2005,São Paulo,May,212,1/01/2005
2006,São Paulo,May,88,1/01/2006
2007,São Paulo,May,69,1/01/2007
2008,São Paulo,May,40,1/01/2008
2009,São Paulo,May,142,1/01/2009
2010,São Paulo,May,150,1/01/2010
2011,São Paulo,May,136,1/01/2011
2012,São Paulo,May,82,1/01/2012
2013,São Paulo,May,118,1/01/2013
2014,São Paulo,May,181,1/01/2014
2015,São Paulo,May,65,1/01/2015
2016,São Paulo,May,139,1/01/2016
2017,São Paulo,May,43,1/01/2017
1998,São Paulo,June,451,1/01/1998
1999,São Paulo,June,522,1/01/1999
2000,São Paulo,June,606,1/01/2000
2001,São Paulo,June,346,1/01/2001
2002,São Paulo,June,562,1/01/2002
2003,São Paulo,June,132,1/01/2003
2004,São Paulo,June,231,1/01/2004
2005,São Paulo,June,236,1/01/2005
2006,São Paulo,June,97,1/01/2006
2007,São Paulo,June,91,1/01/2007
2008,São Paulo,June,25,1/01/2008
2009,São Paulo,June,125,1/01/2009
2010,São Paulo,June,143,1/01/2010
2011,São Paulo,June,210,1/01/2011
2012,São Paulo,June,30,1/01/2012
2013,São Paulo,June,47,1/01/2013
2014,São Paulo,June,331,1/01/2014
2015,São Paulo,June,147,1/01/2015
2016,São Paulo,June,197,1/01/2016
2017,São Paulo,June,217,1/01/2017
1998,São Paulo,July,596,1/01/1998
1999,São Paulo,July,684,1/01/1999
2000,São Paulo,July,770,1/01/2000
2001,São Paulo,July,538,1/01/2001
2002,São Paulo,July,448,1/01/2002
2003,São Paulo,July,171,1/01/2003
2004,São Paulo,July,342,1/01/2004
2005,São Paulo,July,284,1/01/2005
2006,São Paulo,July,245,1/01/2006
2007,São Paulo,July,94,1/01/2007
2008,São Paulo,July,126,1/01/2008
2009,São Paulo,July,110,1/01/2009
2010,São Paulo,July,600,1/01/2010
2011,São Paulo,July,479,1/01/2011
2012,São Paulo,July,179,1/01/2012
2013,São Paulo,July,181,1/01/2013
2014,São Paulo,July,476,1/01/2014
2015,São Paulo,July,149,1/01/2015
2016,São Paulo,July,687,1/01/2016
2017,São Paulo,July,802,1/01/2017
1998,São Paulo,August,581,1/01/1998
1999,São Paulo,August,1.211,1/01/1999
2000,São Paulo,August,915,1/01/2000
2001,São Paulo,August,595,1/01/2001
2002,São Paulo,August,719,1/01/2002
2003,São Paulo,August,934,1/01/2003
2004,São Paulo,August,794,1/01/2004
2005,São Paulo,August,522,1/01/2005
2006,São Paulo,August,572,1/01/2006
2007,São Paulo,August,470,1/01/2007
2008,São Paulo,August,153,1/01/2008
2009,São Paulo,August,289,1/01/2009
2010,São Paulo,August,1.809,1/01/2010
2011,São Paulo,August,1.067,1/01/2011
2012,São Paulo,August,435,1/01/2012
2013,São Paulo,August,497,1/01/2013
2014,São Paulo,August,1.458,1/01/2014
2015,São Paulo,August,643,1/01/2015
2016,São Paulo,August,797,1/01/2016
2017,São Paulo,August,981,1/01/2017
1998,São Paulo,September,525,1/01/1998
1999,São Paulo,September,911,1/01/1999
2000,São Paulo,September,582,1/01/2000
2001,São Paulo,September,425,1/01/2001
2002,São Paulo,September,302,1/01/2002
2003,São Paulo,September,977,1/01/2003
2004,São Paulo,September,809,1/01/2004
2005,São Paulo,September,231,1/01/2005
2006,São Paulo,September,694,1/01/2006
2007,São Paulo,September,495,1/01/2007
2008,São Paulo,September,486,1/01/2008
2009,São Paulo,September,116,1/01/2009
2010,São Paulo,September,1.677,1/01/2010
2011,São Paulo,September,1.108,1/01/2011
2012,São Paulo,September,813,1/01/2012
2013,São Paulo,September,560,1/01/2013
2014,São Paulo,September,882,1/01/2014
2015,São Paulo,September,368,1/01/2015
2016,São Paulo,September,490,1/01/2016
2017,São Paulo,September,2.868,1/01/2017
1998,São Paulo,October,434,1/01/1998
1999,São Paulo,October,763,1/01/1999
2000,São Paulo,October,647,1/01/2000
2001,São Paulo,October,444,1/01/2001
2002,São Paulo,October,733,1/01/2002
2003,São Paulo,October,422,1/01/2003
2004,São Paulo,October,195,1/01/2004
2005,São Paulo,October,221,1/01/2005
2006,São Paulo,October,153,1/01/2006
2007,São Paulo,October,281,1/01/2007
2008,São Paulo,October,87,1/01/2008
2009,São Paulo,October,64,1/01/2009
2010,São Paulo,October,260,1/01/2010
2011,São Paulo,October,188,1/01/2011
2012,São Paulo,October,206,1/01/2012
2013,São Paulo,October,127,1/01/2013
2014,São Paulo,October,887,1/01/2014
2015,São Paulo,October,213,1/01/2015
2016,São Paulo,October,177,1/01/2016
2017,São Paulo,October,179,1/01/2017
1998,São Paulo,November,488,1/01/1998
1999,São Paulo,November,398,1/01/1999
2000,São Paulo,November,96,1/01/2000
2001,São Paulo,November,168,1/01/2001
2002,São Paulo,November,72,1/01/2002
2003,São Paulo,November,155,1/01/2003
2004,São Paulo,November,144,1/01/2004
2005,São Paulo,November,163,1/01/2005
2006,São Paulo,November,43,1/01/2006
2007,São Paulo,November,50,1/01/2007
2008,São Paulo,November,20,1/01/2008
2009,São Paulo,November,83,1/01/2009
2010,São Paulo,November,104,1/01/2010
2011,São Paulo,November,87,1/01/2011
2012,São Paulo,November,50,1/01/2012
2013,São Paulo,November,120,1/01/2013
2014,São Paulo,November,56,1/01/2014
2015,São Paulo,November,21,1/01/2015
2016,São Paulo,November,39,1/01/2016
2017,São Paulo,November,37,1/01/2017
1998,São Paulo,December,121,1/01/1998
1999,São Paulo,December,47,1/01/1999
2000,São Paulo,December,23,1/01/2000
2001,São Paulo,December,52,1/01/2001
2002,São Paulo,December,57,1/01/2002
2003,São Paulo,December,58,1/01/2003
2004,São Paulo,December,102,1/01/2004
2005,São Paulo,December,15,1/01/2005
2006,São Paulo,December,13,1/01/2006
2007,São Paulo,December,21,1/01/2007
2008,São Paulo,December,36,1/01/2008
2009,São Paulo,December,37,1/01/2009
2010,São Paulo,December,52,1/01/2010
2011,São Paulo,December,53,1/01/2011
2012,São Paulo,December,64,1/01/2012
2013,São Paulo,December,109,1/01/2013
2014,São Paulo,December,57,1/01/2014
2015,São Paulo,December,45,1/01/2015
2016,São Paulo,December,47,1/01/2016
1998,Sergipe,January,0,1/01/1998
1999,Sergipe,January,36,1/01/1999
2000,Sergipe,January,1,1/01/2000
2001,Sergipe,January,2,1/01/2001
2002,Sergipe,January,1,1/01/2002
2003,Sergipe,January,198,1/01/2003
2004,Sergipe,January,16,1/01/2004
2005,Sergipe,January,80,1/01/2005
2006,Sergipe,January,36,1/01/2006
2007,Sergipe,January,56,1/01/2007
2008,Sergipe,January,100,1/01/2008
2009,Sergipe,January,60,1/01/2009
2010,Sergipe,January,29,1/01/2010
2011,Sergipe,January,36,1/01/2011
2012,Sergipe,January,39,1/01/2012
2013,Sergipe,January,34,1/01/2013
2014,Sergipe,January,20,1/01/2014
2015,Sergipe,January,44,1/01/2015
2016,Sergipe,January,9,1/01/2016
2017,Sergipe,January,31,1/01/2017
1998,Sergipe,February,0,1/01/1998
1999,Sergipe,February,25,1/01/1999
2000,Sergipe,February,6,1/01/2000
2001,Sergipe,February,2,1/01/2001
2002,Sergipe,February,6,1/01/2002
2003,Sergipe,February,50,1/01/2003
2004,Sergipe,February,10,1/01/2004
2005,Sergipe,February,19,1/01/2005
2006,Sergipe,February,36,1/01/2006
2007,Sergipe,February,22,1/01/2007
2008,Sergipe,February,67,1/01/2008
2009,Sergipe,February,64,1/01/2009
2010,Sergipe,February,33,1/01/2010
2011,Sergipe,February,31,1/01/2011
2012,Sergipe,February,34,1/01/2012
2013,Sergipe,February,47,1/01/2013
2014,Sergipe,February,18,1/01/2014
2015,Sergipe,February,40,1/01/2015
2016,Sergipe,February,22,1/01/2016
2017,Sergipe,February,18,1/01/2017
1998,Sergipe,March,0,1/01/1998
1999,Sergipe,March,18,1/01/1999
2000,Sergipe,March,6,1/01/2000
2001,Sergipe,March,1,1/01/2001
2002,Sergipe,March,7,1/01/2002
2003,Sergipe,March,62,1/01/2003
2004,Sergipe,March,36,1/01/2004
2005,Sergipe,March,28,1/01/2005
2006,Sergipe,March,41,1/01/2006
2007,Sergipe,March,2,1/01/2007
2008,Sergipe,March,43,1/01/2008
2009,Sergipe,March,29,1/01/2009
2010,Sergipe,March,44,1/01/2010
2011,Sergipe,March,47,1/01/2011
2012,Sergipe,March,71,1/01/2012
2013,Sergipe,March,67,1/01/2013
2014,Sergipe,March,33,1/01/2014
2015,Sergipe,March,49,1/01/2015
2016,Sergipe,March,26,1/01/2016
2017,Sergipe,March,16,1/01/2017
1998,Sergipe,April,0,1/01/1998
1999,Sergipe,April,6,1/01/1999
2000,Sergipe,April,1,1/01/2000
